,Outlet Code,F_2022,M_2022,R_2022,F_2023,M_2023,R_2023,F_2024,M_2024,R_2024,F,M,R,F_Label,M_Label,R_Label
960,74005625,7.0,4498.52,878.0,2.0,1815.44,454.0,16.0,0.0,165.0,11.5,-3156.9800000000005,-501.0,0,1,1
961,74005643,14.0,15450.9,890.0,3.0,6326.799999999999,468.0,3.0,296.0,70.0,-5.5,-10592.849999999999,-609.0,1,1,1
962,74005651,14.0,35724.7,912.0,7.0,18453.1,451.0,4.0,8132.34,171.0,-6.5,-18956.559999999998,-510.5,1,1,1
963,74005652,10.0,17962.5,912.0,18.0,23256.13,546.0,40.0,15271.529999999999,173.0,26.0,-5337.7850000000035,-556.0,0,1,1
964,74005654,57.0,64063.64,912.0,100.0,232015.56,541.0,60.0,110326.15000000001,173.0,-18.5,-37713.45,-553.5,1,1,1
965,74005661,51.0,46741.94,912.0,55.0,33712.55,543.0,14.0,8392.4,166.0,-39.0,-31834.845,-561.5,1,1,1
966,74005686,9.0,3431.47,886.0,6.0,4839.45,489.0,7.0,432.97,170.0,-0.5,-3702.49,-517.5,1,1,1
967,74005708,2.0,1518.0,699.0,1.0,55.2,209.0,8.0,530.75,139.0,6.5,-255.85000000000002,-315.0,0,1,1
968,74005775,11.0,13878.22,891.0,11.0,8190.89,536.0,8.0,2051.56,94.0,-3.0,-8982.995,-619.5,1,1,1
969,74005835,17.0,22816.76,912.0,5.0,812.5,503.0,20.0,2509.1,170.0,9.0,-9305.529999999999,-537.5,0,1,1
970,74005964,12.0,35217.4,902.0,16.0,26219.87,401.0,20.0,1728.5699999999995,165.0,6.0,-28990.065000000002,-486.5,0,1,1
971,74006007,7.0,5219.0,885.0,4.0,3291.3,479.0,11.0,2674.99,157.0,5.5,-1580.1599999999999,-525.0,0,1,1
972,74006074,6.0,10992.6,910.0,13.0,20138.6,479.0,7.0,10169.22,125.0,-2.5,-5396.379999999999,-569.5,1,1,1
973,74006078,10.0,4057.06,903.0,12.0,1816.29,445.0,4.0,646.46,164.0,-7.0,-2290.215,-510.0,1,1,1
974,74006088,3.0,220.8,678.0,1.0,55.2,493.0,3.0,276.0,173.0,1.0,138.0,-412.5,0,0,1
975,74006160,27.0,40270.12,912.0,13.0,7769.110000000001,537.0,26.0,792.9200000000001,172.0,6.0,-23226.695,-552.5,0,1,1
976,74006190,10.0,14138.5,902.0,14.0,17388.76,539.0,10.0,5619.93,166.0,-2.0,-10143.699999999999,-554.5,1,1,1
977,74006200,17.0,14369.26,912.0,12.0,8840.9,530.0,18.0,2521.05,165.0,3.5,-9084.029999999999,-556.0,0,1,1
978,74006326,5.0,1278.7,897.0,2.0,414.0,518.0,2.0,265.38,101.0,-1.5,-580.97,-606.5,1,1,1
979,74006337,10.0,5449.52,889.0,7.0,6699.45,489.0,8.0,1698.82,166.0,-0.5,-4375.665000000001,-523.0,1,1,1
980,74006419,18.0,25052.5,912.0,15.0,21202.370000000003,521.0,9.0,0.0,152.0,-7.5,-23127.435,-564.5,1,1,1
981,74006434,10.0,2024.9,893.0,6.0,1518.0,527.0,3.0,881.95,154.0,-5.0,-889.5,-556.0,1,1,1
982,74006444,23.0,10805.31,902.0,9.0,2528.1,472.0,6.0,1402.62,150.0,-10.0,-5264.085,-537.0,1,1,1
983,74006520,14.0,3639.3,907.0,16.0,3369.19,532.0,14.0,2139.98,181.0,-1.0,-1364.2649999999999,-538.5,1,1,1
984,74006529,20.0,8562.14,910.0,11.0,8355.39,489.0,7.0,3096.47,166.0,-8.5,-5362.295,-533.5,1,1,1
985,74006620,15.0,8516.39,909.0,17.0,12596.34,501.0,19.0,2657.6200000000003,172.0,3.0,-7898.744999999999,-533.0,0,1,1
986,74006623,12.0,5594.14,868.0,8.0,4479.36,528.0,7.0,826.74,152.0,-3.0,-4210.01,-546.0,1,1,1
987,74006746,10.0,50883.32,905.0,4.0,5775.74,434.0,27.0,14126.960000000001,170.0,20.0,-14202.569999999998,-499.5,0,1,1
988,74006752,9.0,12096.93,887.0,14.0,19419.39,545.0,20.0,1843.45,179.0,8.5,-13914.71,-537.0,0,1,1
989,74006843,4.0,1184.3,842.0,5.0,5711.51,524.0,8.0,2388.37,93.0,3.5,-1059.5350000000003,-590.0,0,1,1
990,74006901,24.0,9551.42,910.0,20.0,10356.83,527.0,29.0,4088.81,166.0,7.0,-5865.3150000000005,-552.5,0,1,1
991,74006953,9.0,4223.0,903.0,5.0,2347.69,304.0,3.0,1531.66,119.0,-4.0,-1753.6850000000002,-484.5,1,1,1
992,74006954,13.0,4267.5,907.0,11.0,2279.62,527.0,10.0,2962.54,165.0,-2.0,-311.02,-552.0,1,1,1
993,74006973,30.0,49955.72,912.0,27.0,33365.6,535.0,12.0,7781.74,171.0,-16.5,-33878.920000000006,-552.5,1,1,1
994,74007013,13.0,5299.2,763.0,14.0,4818.79,521.0,22.0,255.5200000000001,179.0,8.5,-4803.474999999999,-463.0,0,1,1
995,74007061,12.0,4322.3,879.0,3.0,779.87,539.0,3.0,689.37,152.0,-4.5,-1861.7150000000001,-557.0,1,1,1
996,74007070,7.0,6567.07,861.0,16.0,22025.88,516.0,14.0,3784.59,173.0,2.5,-10511.885,-515.5,0,1,1
997,74007086,26.0,17804.02,882.0,5.0,4353.280000000001,546.0,8.0,6722.46,153.0,-7.5,-4356.190000000001,-561.0,1,1,1
998,74007087,28.0,15742.04,905.0,10.0,4489.86,542.0,17.0,2961.62,170.0,-2.0,-7154.330000000001,-553.5,1,1,1
999,74007095,8.0,11211.0,912.0,2.0,4086.87,334.0,3.0,4033.74,125.0,-2.0,-3615.1949999999997,-498.0,1,1,1
1000,74007098,7.0,2653.69,878.0,3.0,2038.12,536.0,11.0,663.4300000000001,137.0,6.0,-1682.4749999999997,-570.0,0,1,1
1001,74007328,12.0,14189.9,895.0,12.0,12329.44,537.0,22.0,7844.61,167.0,10.0,-5415.06,-549.0,0,1,1
1002,74007342,29.0,24461.72,909.0,18.0,10081.24,544.0,3.0,-31.629999999999995,117.0,-20.5,-17303.11,-609.5,1,1,1
1003,74007343,4.0,2883.0,873.0,14.0,10699.17,506.0,11.0,296.0,159.0,2.0,-6495.085,-530.5,0,1,1
1004,74007478,10.0,6473.5,853.0,6.0,2797.75,524.0,6.0,2480.7999999999997,166.0,-2.0,-2154.8250000000003,-522.5,1,1,1
1005,74007527,13.0,15089.619999999999,901.0,4.0,5796.049999999999,493.0,24.0,3175.33,168.0,15.5,-7267.504999999999,-529.0,0,1,1
1006,74007530,49.0,84255.63,910.0,27.0,28212.74,546.0,26.0,1344.8,168.0,-12.0,-54889.385,-560.0,1,1,1
1007,74007548,5.0,8583.5,896.0,12.0,7797.5,539.0,4.0,2965.75,147.0,-4.5,-5224.75,-570.5,1,1,1
1008,74007553,7.0,930.9,875.0,7.0,2216.4300000000003,494.0,4.0,55.19999999999999,165.0,-3.0,-1518.4650000000001,-519.5,1,1,1
1009,74007594,6.0,14145.0,874.0,14.0,8827.53,459.0,16.0,1702.53,179.0,6.0,-9783.734999999999,-487.5,0,1,1
1010,74007605,44.0,50159.54,911.0,24.0,35525.69,541.0,6.0,3694.87,171.0,-28.0,-39147.745,-555.0,1,1,1
1011,74007608,2.0,2235.6,728.0,5.0,12156.419999999998,348.0,29.0,8832.0,167.0,25.5,1635.9900000000007,-371.0,0,0,1
1012,74007612,13.0,12107.6,910.0,2.0,1857.62,196.0,3.0,2449.62,109.0,-4.5,-4532.990000000001,-444.0,1,1,1
1013,74007625,37.0,67454.2,912.0,14.0,20439.85,542.0,30.0,3463.12,167.0,4.5,-40483.90499999999,-560.0,0,1,1
1014,74007655,8.0,26535.3,907.0,13.0,30806.170000000002,518.0,20.0,-1.6000000000000227,165.0,9.5,-28672.335,-547.5,0,1,1
1015,74007656,7.0,17158.55,910.0,8.0,12855.619999999999,537.0,24.0,220.8,157.0,16.5,-14786.285,-566.5,0,1,1
1016,74007659,1.0,677.5,840.0,1.0,138.0,215.0,9.0,3526.42,139.0,8.0,3118.67,-388.5,0,0,1
1017,74007677,17.0,13890.15,903.0,9.0,5029.51,517.0,8.0,561.37,138.0,-5.0,-8898.46,-572.0,1,1,1
1018,74007678,6.0,6292.2,900.0,6.0,4842.04,488.0,2.0,0.0,105.0,-4.0,-5567.12,-589.0,1,1,1
1019,74007680,13.0,4028.9700000000003,886.0,5.0,1645.37,472.0,1.0,276.0,181.0,-8.0,-2561.17,-498.0,1,1,1
1020,74007681,21.0,48515.74,908.0,14.0,23226.350000000002,546.0,30.0,1656.0000000000002,164.0,12.5,-34215.045,-563.0,0,1,1
1021,74007686,21.0,32389.54,889.0,50.0,118245.57,537.0,63.0,197001.58000000002,179.0,27.5,121684.02500000001,-534.0,0,0,1
1022,74007704,6.0,755.0,738.0,6.0,795.09,541.0,4.0,812.06,130.0,-2.0,37.01499999999987,-509.5,1,0,1
1023,74007706,18.0,25444.16,909.0,10.0,8687.21,521.0,19.0,5705.61,168.0,5.0,-11360.074999999997,-547.0,0,1,1
1024,74007712,22.0,69499.38,849.0,27.0,96921.81,544.0,18.0,527.55,168.0,-6.5,-82683.045,-528.5,1,1,1
1025,74007713,17.0,7133.5,889.0,9.0,5833.64,528.0,1.0,27.6,159.0,-12.0,-6455.969999999999,-549.5,1,1,1
1026,74007717,1.0,55.2,714.0,1.0,265.37,199.0,1.0,398.06,70.0,0.0,237.775,-386.5,0,0,1
1027,74007722,19.0,41931.38,896.0,2.0,1278.07,534.0,5.0,1663.6,171.0,-5.5,-19941.125,-544.0,1,1,1
1028,74007731,9.0,7158.8,909.0,16.0,22857.800000000003,521.0,24.0,3419.2900000000004,168.0,11.5,-11589.01,-547.0,0,1,1
1029,74007733,4.0,6601.6,910.0,4.0,3520.1899999999996,531.0,7.0,495.2,165.0,3.0,-4565.695000000001,-555.5,0,1,1
1030,74007735,8.0,4654.71,886.0,11.0,12022.89,508.0,17.0,1205.84,166.0,7.5,-7132.959999999999,-531.0,0,1,1
1031,74007741,18.0,56571.0,912.0,16.0,30810.77,287.0,27.0,31247.410000000007,165.0,10.0,-12443.474999999995,-434.5,0,1,1
1032,74007742,17.0,57152.7,907.0,10.0,19283.4,542.0,51.0,22130.819999999996,172.0,37.5,-16087.230000000007,-552.5,0,1,1
1033,74007749,42.0,21937.72,912.0,37.0,50472.3,546.0,31.0,7411.48,166.0,-8.5,-28793.530000000002,-563.0,1,1,1
1034,74007761,22.0,19930.31,910.0,19.0,15189.3,545.0,17.0,272.0,173.0,-3.5,-17287.805,-554.5,1,1,1
1035,74007769,17.0,22137.010000000002,905.0,18.0,19384.489999999998,523.0,21.0,6206.26,168.0,3.5,-14554.49,-546.0,0,1,1
1036,74007784,21.0,12961.14,912.0,24.0,22349.14,539.0,38.0,1867.53,173.0,15.5,-15787.609999999999,-552.5,0,1,1
1037,74007789,14.0,13031.1,900.0,14.0,9729.710000000001,528.0,15.0,2817.97,166.0,1.0,-8562.435000000001,-548.0,0,1,1
1038,74007807,13.0,39830.15,896.0,10.0,19614.34,482.0,7.0,10866.84,165.0,-4.5,-18855.405000000002,-524.0,1,1,1
1039,74007810,27.0,23380.2,906.0,26.0,18334.23,543.0,30.0,6058.6,166.0,3.5,-14798.615,-558.5,0,1,1
1040,74007813,14.0,7338.2,875.0,10.0,9191.66,543.0,23.0,5698.87,170.0,11.0,-2566.0600000000004,-539.0,0,1,1
1041,74007819,5.0,5035.639999999999,831.0,3.0,2706.87,517.0,14.0,817.37,171.0,10.0,-3053.8849999999998,-503.0,0,1,1
1042,74007822,22.0,11315.98,901.0,15.0,18548.64,495.0,17.0,2634.4,129.0,-1.5,-12297.91,-569.0,1,1,1
1043,74007828,17.0,35348.14,910.0,24.0,33086.4,527.0,10.0,2859.2,117.0,-10.5,-31358.070000000003,-601.5,1,1,1
1044,74007838,14.0,23452.16,898.0,20.0,29775.05,527.0,35.0,5825.74,170.0,18.0,-20787.864999999998,-542.5,0,1,1
1045,74007840,16.0,8279.56,901.0,17.0,17307.4,538.0,14.0,2646.07,173.0,-2.5,-10147.41,-546.5,1,1,1
1046,74007843,13.0,30539.64,899.0,4.0,3654.96,433.0,6.0,4912.49,96.0,-2.5,-12184.81,-570.0,1,1,1
1047,74007848,8.0,2618.6,893.0,1.0,165.6,503.0,5.0,138.0,144.0,0.5,-1254.1,-554.0,0,1,1
1048,74007849,8.0,2357.1,840.0,5.0,2422.77,489.0,5.0,816.9,152.0,-1.5,-1573.0349999999999,-512.5,1,1,1
1049,74007854,44.0,33762.8,910.0,13.0,7282.99,537.0,3.0,1283.62,136.0,-25.5,-19239.275,-587.5,1,1,1
1050,74007856,26.0,7710.1,912.0,15.0,7916.02,495.0,8.0,1357.5,132.0,-12.5,-6455.56,-571.5,1,1,1
1051,74007857,9.0,14404.63,866.0,12.0,18785.33,545.0,15.0,2613.1899999999996,165.0,4.5,-13981.79,-540.5,0,1,1
1052,74007869,41.0,18935.08,912.0,14.0,5607.82,544.0,12.0,694.69,153.0,-15.5,-11576.76,-575.0,1,1,1
1053,74007881,10.0,7668.0,886.0,9.0,6935.75,538.0,27.0,1216.57,171.0,17.5,-6085.305,-541.0,0,1,1
1054,74007888,4.0,4617.0,899.0,6.0,3885.96,437.0,1.0,265.37,89.0,-4.0,-3986.1099999999997,-579.0,1,1,1
1055,74007897,15.0,2974.9,896.0,2.0,414.0,483.0,2.0,88.80000000000001,65.0,-6.5,-1605.65,-624.5,1,1,1
1056,74007900,21.0,34364.0,902.0,19.0,25121.56,545.0,24.0,3197.74,169.0,4.0,-26545.04,-554.5,0,1,1
1057,74007914,11.0,8916.0,883.0,11.0,10014.59,458.0,21.0,2911.12,165.0,10.0,-6554.175,-505.5,0,1,1
1058,74007934,14.0,13875.6,905.0,20.0,9874.33,535.0,23.0,1856.5500000000002,150.0,6.0,-10018.415,-570.0,0,1,1
1059,74007938,10.0,7110.5,874.0,5.0,3036.0,532.0,2.0,0.0,168.0,-5.5,-5073.25,-535.0,1,1,1
1060,74007957,13.0,33176.5,909.0,7.0,10754.529999999999,544.0,42.0,10566.8,166.0,32.0,-11398.715,-560.5,0,1,1
1061,74007958,8.0,13364.32,886.0,2.0,2484.0,361.0,6.0,0.0,170.0,1.0,-7924.16,-453.5,0,1,1
1062,74007964,1.0,276.0,780.0,2.0,1329.82,536.0,7.0,0.0,166.0,5.5,-802.91,-492.0,0,1,1
1063,74007969,13.0,16628.92,900.0,6.0,7062.799999999999,539.0,14.0,2674.71,174.0,4.5,-9171.149999999998,-545.5,0,1,1
1064,74007996,9.0,1375.0,813.0,11.0,2543.0,539.0,4.0,701.6600000000001,147.0,-6.0,-1257.34,-529.0,1,1,1
1065,74008004,6.0,1623.5,899.0,3.0,552.0,450.0,1.0,33.5,129.0,-3.5,-1054.25,-545.5,1,1,1
1066,74008010,1.0,542.0,909.0,11.0,6430.56,536.0,32.0,-8.479999999999734,172.0,26.0,-3494.7599999999998,-550.5,0,1,1
1067,74008011,18.0,10159.6,893.0,5.0,1300.3600000000001,483.0,12.0,-3.67999999999995,165.0,0.5,-5733.660000000001,-523.0,0,1,1
1068,74008019,7.0,2469.0,898.0,4.0,1785.45,483.0,1.0,29.6,33.0,-4.5,-2097.625,-657.5,1,1,1
1069,74008067,10.0,8217.34,893.0,7.0,5279.88,523.0,2.0,1061.49,74.0,-6.5,-5687.120000000001,-634.0,1,1,1
1070,74008068,22.0,28379.2,907.0,5.0,18653.74,249.0,3.0,811.6,181.0,-10.5,-22704.870000000003,-397.0,1,1,1
1071,74008074,15.0,12323.73,906.0,15.0,12575.32,543.0,14.0,2653.74,140.0,-1.0,-9795.785,-584.5,1,1,1
1072,74008137,12.0,2115.2,885.0,14.0,2198.04,537.0,6.0,552.0,137.0,-7.0,-1604.62,-574.0,1,1,1
1073,74008139,14.0,15727.5,908.0,4.0,5586.24,448.0,9.0,2572.12,114.0,0.0,-8084.749999999999,-564.0,0,1,1
1074,74008144,18.0,8452.2,897.0,2.0,1061.5,204.0,2.0,653.49,179.0,-8.0,-4103.360000000001,-371.5,1,1,1
1075,74008145,1.0,138.0,678.0,5.0,358.8,506.0,1.0,796.12,104.0,-2.0,547.72,-488.0,1,0,1
1076,74008167,3.0,303.6,710.0,13.0,4524.8099999999995,445.0,17.0,1682.4499999999998,157.0,9.0,-731.7550000000001,-420.5,0,1,1
1077,74008207,8.0,5111.2,910.0,10.0,2959.55,459.0,8.0,0.0,123.0,-1.0,-4035.375,-561.5,1,1,1
1078,74008268,14.0,41893.72,900.0,8.0,15615.09,480.0,16.0,8100.34,153.0,5.0,-20654.065,-537.0,0,1,1
1079,74008279,24.0,16175.7,896.0,14.0,14912.57,541.0,12.0,4087.8,166.0,-7.0,-11456.335,-552.5,1,1,1
1080,74008306,7.0,5226.2,908.0,7.0,5976.6900000000005,534.0,8.0,552.0,126.0,1.0,-5049.445,-595.0,0,1,1
1081,74008309,1.0,1355.0,810.0,5.0,1372.74,458.0,5.0,2103.94,166.0,2.0,740.0700000000002,-468.0,0,0,1
1082,74008315,22.0,5287.4,912.0,18.0,5343.89,545.0,21.0,3500.87,166.0,1.0,-1814.7750000000005,-562.5,0,1,1
1083,74008324,11.0,4894.22,912.0,5.0,3327.5200000000004,465.0,4.0,0.0,105.0,-4.0,-4110.870000000001,-583.5,1,1,1
1084,74008331,14.0,10706.23,908.0,16.0,14581.25,546.0,40.0,3742.6600000000008,165.0,25.0,-8901.079999999998,-562.0,0,1,1
1085,74008338,19.0,24457.19,887.0,1.0,689.97,200.0,7.0,265.37,141.0,-3.0,-12308.21,-402.5,1,1,1
1086,74008345,3.0,1442.88,857.0,2.0,1003.64,467.0,9.0,552.0,165.0,6.5,-671.26,-497.0,0,1,1
1087,74008347,8.0,3351.8,881.0,6.0,2600.75,516.0,2.0,613.55,150.0,-5.0,-2362.7250000000004,-548.5,1,1,1
1088,74008370,4.0,3350.42,776.0,2.0,1131.12,200.0,1.0,265.37,35.0,-2.0,-1975.4,-453.0,1,1,1
1089,74008390,38.0,45517.89,908.0,42.0,57104.600000000006,535.0,33.0,5730.99,173.0,-7.0,-45580.255000000005,-548.5,1,1,1
1090,74008400,7.0,3692.9300000000003,891.0,7.0,12094.2,463.0,20.0,2927.34,173.0,13.0,-4966.225,-504.0,0,1,1
1091,74008404,2.0,868.2,814.0,4.0,2039.5,320.0,10.0,335.0,158.0,7.0,-1118.85,-409.0,0,1,1
1092,74008438,11.0,6323.1,907.0,10.0,8588.26,532.0,3.0,1340.4699999999998,166.0,-7.5,-6115.210000000001,-553.5,1,1,1
1093,74008460,5.0,3443.74,905.0,2.0,2038.64,543.0,8.0,0.0,167.0,4.5,-2741.19,-557.0,0,1,1
1094,74008470,8.0,9769.78,746.0,33.0,52726.64,545.0,15.0,14032.69,166.0,-5.5,-17215.519999999997,-479.5,1,1,1
1095,74008472,19.0,17917.3,907.0,17.0,18390.76,546.0,9.0,17492.7,167.0,-9.0,-661.3299999999981,-559.5,1,1,1
1096,74008521,4.0,867.2,912.0,2.0,270.69,459.0,2.0,265.38,104.0,-1.0,-303.56500000000005,-581.5,1,1,1
1097,74008696,5.0,4333.8,899.0,3.0,1464.87,318.0,3.0,1592.24,100.0,-1.0,-1307.095,-508.5,1,1,1
1098,74008698,2.0,552.0,642.0,1.0,138.0,363.0,1.0,265.37,100.0,-0.5,-79.63,-402.5,1,1,1
1099,74008699,5.0,1094.0,849.0,2.0,552.0,451.0,4.0,0.0,152.0,0.5,-823.0,-498.0,0,1,1
1100,74008836,4.0,1834.2,843.0,6.0,6996.39,488.0,5.0,265.37,172.0,0.0,-4149.925,-493.5,0,1,1
1101,74008852,5.0,3836.62,815.0,19.0,21514.52,525.0,39.0,4065.62,165.0,27.0,-8609.95,-505.0,0,1,1
1102,74008901,2.0,1222.0,811.0,4.0,2022.96,530.0,3.0,427.66,95.0,0.0,-1194.82,-575.5,0,1,1
1103,74009016,13.0,2474.0,889.0,6.0,1170.8600000000001,502.0,2.0,215.49,82.0,-7.5,-1606.94,-613.5,1,1,1
1104,74009020,1.0,276.0,685.0,2.0,806.75,293.0,4.0,0.0,126.0,2.5,-541.375,-363.0,0,1,1
1105,74009193,26.0,13844.19,907.0,15.0,19786.77,545.0,17.0,4302.12,170.0,-3.5,-12513.36,-556.0,1,1,1
1106,74009230,4.0,2253.74,888.0,3.0,2834.76,475.0,2.0,0.0,55.0,-1.5,-2544.25,-626.5,1,1,1
1107,74009263,1.0,276.0,713.0,3.0,2121.47,513.0,2.0,0.0,82.0,0.0,-1198.735,-531.0,0,1,1
1108,74009328,11.0,2883.0,896.0,14.0,3980.75,546.0,5.0,1348.1100000000001,146.0,-7.5,-2083.765,-575.0,1,1,1
1109,74009440,12.0,4440.41,860.0,8.0,9205.24,471.0,5.0,1106.4099999999999,104.0,-5.0,-5716.415,-561.5,1,1,1
1110,74009484,24.0,10222.4,907.0,13.0,2553.05,528.0,9.0,2626.82,181.0,-9.5,-3760.905,-536.5,1,1,1
1111,74009547,6.0,5637.2,899.0,3.0,3001.8599999999997,193.0,1.0,1326.87,87.0,-3.5,-2992.66,-459.0,1,1,1
1112,74009593,10.0,2963.3,885.0,9.0,3061.53,544.0,21.0,1590.6399999999999,166.0,11.5,-1421.775,-548.5,0,1,1
1113,74009597,8.0,2855.5,894.0,7.0,1637.65,461.0,3.0,410.89,139.0,-4.5,-1835.685,-538.5,1,1,1
1114,74009602,5.0,4586.8,858.0,2.0,1072.12,309.0,5.0,265.37,153.0,1.5,-2564.09,-430.5,0,1,1
1115,74009631,7.0,4534.63,902.0,1.0,1326.87,204.0,3.0,1082.75,105.0,-1.0,-1848.0,-448.0,1,1,1
1116,74009647,8.0,9745.5,912.0,4.0,8116.34,287.0,6.0,1310.87,166.0,0.0,-7620.05,-433.5,0,1,1
1117,74009661,10.0,4985.2,910.0,1.0,1326.87,195.0,6.0,0.0,133.0,0.5,-3156.035,-419.5,0,1,1
1118,74009675,16.0,14892.56,909.0,12.0,19010.11,515.0,20.0,1096.0,166.0,6.0,-15855.335,-546.0,0,1,1
1119,74009693,10.0,8246.42,909.0,7.0,8648.76,408.0,22.0,1380.0,167.0,13.5,-7067.59,-491.5,0,1,1
1120,74009694,15.0,5219.0,896.0,1.0,2653.74,200.0,10.0,4588.59,165.0,2.0,652.2200000000003,-383.0,0,0,1
1121,74009708,15.0,12500.7,910.0,8.0,7760.81,485.0,15.0,1310.71,167.0,3.5,-8820.045000000002,-530.5,0,1,1
1122,74009715,2.0,542.0,891.0,1.0,1380.0,283.0,5.0,492.9899999999999,93.0,3.5,-468.0100000000001,-494.0,0,1,1
1123,74009731,3.0,2304.56,893.0,7.0,2918.1099999999997,516.0,1.0,265.37,88.0,-4.0,-2345.965,-616.5,1,1,1
1124,74009732,9.0,6036.889999999999,883.0,4.0,3408.59,410.0,6.0,0.0,136.0,-0.5,-4722.74,-510.5,1,1,1
1125,74009742,6.0,1636.0,880.0,1.0,276.0,299.0,10.0,0.0,147.0,6.5,-956.0,-442.5,0,1,1
1126,74009761,10.0,11219.1,908.0,9.0,11680.0,546.0,8.0,9778.22,180.0,-1.5,-1671.33,-547.0,1,1,1
1127,75000019,9.0,30060.0,895.0,17.0,26803.739999999998,541.0,18.0,20387.1,166.0,5.0,-8044.77,-552.0,0,1,1
1128,75000046,33.0,17171.8,910.0,26.0,15927.94,546.0,23.0,7323.66,138.0,-6.5,-9226.21,-590.0,1,1,1
1129,75000096,30.0,14819.62,912.0,14.0,11476.05,541.0,16.0,2965.62,173.0,-6.0,-10182.215,-553.5,1,1,1
1130,75000097,15.0,12917.2,903.0,2.0,5520.0,490.0,6.0,2921.49,173.0,-2.5,-6297.110000000001,-523.5,1,1,1
1131,75000192,10.0,25132.0,905.0,9.0,21315.48,547.0,19.0,6836.0,166.0,9.5,-16387.739999999998,-560.0,0,1,1
1132,75000193,17.0,9951.92,909.0,24.0,21646.39,544.0,22.0,3188.9300000000003,169.0,1.5,-12610.224999999999,-557.5,0,1,1
1133,75000254,46.0,40341.22,912.0,34.0,24851.54,515.0,26.0,12220.15,174.0,-14.0,-20376.230000000003,-539.5,1,1,1
1134,75000272,19.0,52915.0,912.0,26.0,40507.95,533.0,12.0,8079.78,169.0,-10.5,-38631.695,-553.5,1,1,1
1135,75000293,11.0,5675.62,905.0,3.0,2011.87,423.0,12.0,5114.61,153.0,5.0,1270.8649999999998,-511.0,0,0,1
1136,75000298,16.0,10846.74,910.0,12.0,3743.2599999999998,547.0,9.0,1708.34,155.0,-5.0,-5586.66,-573.5,1,1,1
1137,75000341,19.0,10460.73,900.0,15.0,5902.12,535.0,3.0,846.25,164.0,-14.0,-7335.174999999999,-553.5,1,1,1
1138,75000358,71.0,19175.0,908.0,69.0,16672.47,545.0,9.0,1485.49,114.0,-61.0,-16438.245,-612.5,1,1,1
1139,75000362,12.0,5455.0,909.0,18.0,4736.62,536.0,13.0,3650.19,181.0,-2.0,-1445.6199999999994,-541.5,1,1,1
1140,75000373,26.0,24841.0,912.0,25.0,13000.22,544.0,15.0,9846.68,170.0,-10.5,-9073.93,-558.0,1,1,1
1141,75000408,52.0,14111.5,910.0,40.0,11006.61,524.0,27.0,6396.53,179.0,-19.0,-6162.525000000001,-538.0,1,1,1
1142,75000432,12.0,3871.73,905.0,8.0,5543.7,541.0,6.0,1356.74,179.0,-4.0,-3350.9750000000004,-544.0,1,1,1
1143,75000518,7.0,2118.52,886.0,2.0,1435.2,541.0,2.0,203.2,120.0,-2.5,-1573.66,-593.5,1,1,1
1144,75000519,9.0,10992.6,904.0,12.0,5000.3,546.0,2.0,1354.4699999999998,156.0,-8.5,-6641.980000000001,-569.0,1,1,1
1145,75000522,24.0,42074.92,883.0,4.0,6494.28,528.0,4.0,2939.74,165.0,-10.0,-21344.86,-540.5,1,1,1
1146,75000523,20.0,31209.9,910.0,9.0,9027.27,545.0,2.0,1857.62,93.0,-12.5,-18260.965,-634.5,1,1,1
1147,75000564,13.0,9088.0,859.0,10.0,13562.73,546.0,20.0,14376.57,174.0,8.5,3051.205,-528.5,0,0,1
1148,75000565,16.0,10517.7,895.0,9.0,2295.18,539.0,3.0,759.2,125.0,-9.5,-5647.240000000001,-592.0,1,1,1
1149,75000566,20.0,4375.0,860.0,49.0,11321.25,535.0,14.0,2473.92,165.0,-20.5,-5374.205,-532.5,1,1,1
1150,75000576,44.0,72406.83,910.0,32.0,32185.87,544.0,39.0,15821.55,169.0,1.0,-36474.8,-558.0,0,1,1
1151,75000595,8.0,2252.2,871.0,22.0,5460.64,493.0,9.0,5784.62,169.0,-6.0,1928.1999999999998,-513.0,1,0,1
1152,75000632,12.0,13201.619999999999,900.0,12.0,14264.369999999999,496.0,16.0,10661.359999999999,167.0,4.0,-3071.635,-531.0,0,1,1
1153,75000636,26.0,36831.93,907.0,21.0,37577.92,541.0,26.0,18629.11,167.0,2.5,-18575.815000000002,-557.0,0,1,1
1154,75000640,10.0,4043.6,901.0,5.0,2507.87,541.0,10.0,1409.37,167.0,2.5,-1866.3649999999998,-554.0,0,1,1
1155,75000641,15.0,20782.5,899.0,12.0,14087.04,532.0,22.0,11709.31,167.0,8.5,-5725.460000000001,-548.5,0,1,1
1156,75000644,8.0,10603.92,900.0,8.0,8383.92,503.0,17.0,789.72,167.0,9.0,-8704.2,-534.5,0,1,1
1157,75000659,15.0,6616.8,911.0,14.0,6017.84,546.0,2.0,558.35,158.0,-12.5,-5758.969999999999,-570.5,1,1,1
1158,75000660,17.0,12707.0,907.0,20.0,11235.27,546.0,7.0,4636.66,158.0,-11.5,-7334.475,-568.5,1,1,1
1159,75000666,26.0,27950.72,911.0,23.0,24517.17,532.0,13.0,14529.49,165.0,-11.5,-11704.455,-556.5,1,1,1
